"","date","PurpleCom1","LightGreenCom2","LighBlueCom3","GrayCom4","OrangeCom5","DarkGreenCom6","PinkCom7","neg_PurpleCom1","neg_LightGreenCom2","neg_LighBlueCom3","neg_GrayCom4","neg_OrangeCom5","neg_DarkGreenCom6","neg_PinkCom7","pos_PurpleCom1","pos_LightGreenCom2","pos_LighBlueCom3","pos_GrayCom4","pos_OrangeCom5","pos_DarkGreenCom6","pos_PinkCom7","trust_PurpleCom1","trust_LightGreenCom2","trust_LighBlueCom3","trust_GrayCom4","trust_OrangeCom5","trust_DarkGreenCom6","trust_PinkCom7","sentiment_PurpleCom1","sentiment_LightGreenCom2","sentiment_LighBlueCom3","sentiment_GrayCom4","sentiment_OrangeCom5","sentiment_DarkGreenCom6","sentiment_PinkCom7","pct_vu","pct_cse"
"1",2021-05-20,0.281318042392361,0.138865318156306,0.106961197985495,0.0577219476860259,0.0705908441509218,0.0185924022594345,0.144034548170981,0.383169823405742,0.16229452283639,0.185981946126383,0.110870857477572,0.138823379239994,0.0204481919515611,0.128539121210955,0.531662762975165,0.305221668142711,0.308752345994317,0.11240722709881,0.169847375022212,0.0241306055013455,0.376746389248666,0.255881982491107,0.221461323302939,0.122936720185804,0.0527207693112533,0.0823140363086986,0.00925491438190167,0.308586720345975,0.148492939569423,0.142927145306321,0.122770399867934,0.00153636962123843,0.0310239957822176,0.00368241354978441,0.248207268037711,0.622162,0.649079
"2",2021-05-21,0.346116445308963,0.151250451664393,0.0744934874323255,0.0283817492027805,0.0724489823558522,0.017902524796067,0.0993743803628436,0.451777059619406,0.278534074880327,0.126622847937938,0.0226539085735938,0.115312592930925,0.0350960268379068,0.0607373601224375,0.606440533629722,0.242743441401794,0.130814250189901,0.0354438531473393,0.159769033645337,0.0221037706964554,0.185913412320204,0.423007174366576,0.224284645252807,0.0897865355577995,0.0205907131313624,0.0998609826727283,0.0189984925559348,0.181752254528733,0.154663474010316,-0.0357906334785325,0.00419140225196253,0.0127899445737455,0.0444564407144128,-0.0129922561414513,0.125176052197766,0.573401,0.663283
"3",2021-05-22,0.233030603166141,0.107440220746245,0.109381423254,0.0356403476010616,0.104135701509277,0.0122527012142881,0.0410284753432849,0.273585053460305,0.187405667106841,0.156262834005332,0.0338216980543413,0.108925292691905,0.0236246166374998,0.0679889584451274,0.509109658701219,0.1961923450084,0.276550823773468,0.0703368120310051,0.235235564344165,0.0214517290199519,0.0568460701822882,0.277604534381307,0.145177259538848,0.180235355344221,0.0507205125144574,0.16346071256372,0.0154436199786272,0.056772508561275,0.235524605240914,0.00878667790155909,0.120287989768136,0.0365151139766638,0.12631027165226,-0.00217288761754787,-0.0111428882628392,0.633146,0.612471
"4",2021-05-23,0.287194243905195,0.120753997814809,0.15799042602713,0.0813467487024386,0.105474763374812,0.00929904837955968,0.0548095354279981,0.506308115295907,0.1734712773523,0.921202352840934,0.157886339030747,0.226361979048663,0.0192353414863867,0.0676345390348714,0.621225891863422,0.30136104407915,0.810911035627655,0.183388371545866,0.33584738459537,0.0293339827893643,0.145971333395561,0.317711458954712,0.165413287410177,0.0798043456493536,0.161955502402965,0.123439559364834,0.0130206136575883,0.112251158285501,0.114917776567515,0.12788976672685,-0.110291317213279,0.0255020325151184,0.109485405546707,0.0100986413029776,0.07833679436069,0.643148,0.624978
"5",2021-05-24,0.34641832665063,0.201580603979233,0.0882945989132044,0.0668695277489327,0.0530940082866822,0.0363902965146084,0.0495359617486971,0.318843268788807,0.150872948976578,0.178515010316822,0.0705547772080442,0.0378809626217874,0.0217762679093228,0.0718756553353219,0.690848322378102,0.347253086024145,0.184337380514543,0.0825995757647372,0.119559249468575,0.0493063194913345,0.0770860575553949,0.446123144051713,0.270948771712589,0.121566488959506,0.0470510175798661,0.0821510025792054,0.00759654636726783,0.0660002081223553,0.372005053589295,0.196380137047568,0.00582237019772146,0.012044798556693,0.0816782868467872,0.0275300515820117,0.00521040222007294,0.628352,0.700415
"6",2021-05-25,0.467206940106149,0.0970752905853446,0.0864734512505034,0.0539089123843518,0.0526552469635491,0.0206440261090514,0.0551757986949247,0.726644064672154,0.116101898648027,0.212559757861268,0.0309030076464961,0.0487093739126911,0.0185547336866047,0.0249844245708492,0.842977280312709,0.230885968655969,0.185260872497751,0.0354502052631551,0.136202000003319,0.0463014699112796,0.125515647099319,0.544232964480759,0.169889356394772,0.102510199668036,0.0268230472803951,0.0610224313612417,0.0112738526679976,0.118514611013424,0.116333215640555,0.114784070007942,-0.027298885363518,0.00454719761665898,0.0874926260906278,0.0277467362246749,0.100531222528469,0.622326,0.72439
"7",2021-05-26,0.394780702733766,0.1343359825586,0.08975558767302,0.0651941991324145,0.0808717407829035,0.0152012067970061,0.0656509656905858,0.671155767771789,0.250335274773729,0.134815196844797,0.0668392122570916,0.251615530375882,0.0235612979318956,0.243081971075689,0.701892841248609,0.272484521040062,0.213499587059432,0.0855574169322584,0.181695744714075,0.0284594651589253,0.112575161228909,0.502649675794876,0.185293496782426,0.0959479053058894,0.0469890220763167,0.11293289598443,0.0168923442364523,0.12859285953512,0.0307370734768199,0.022149246266333,0.0786843902146348,0.0187182046751667,-0.0699197856618072,0.00489816722702969,-0.13050680984678,0.621538,0.656468
"8",2021-05-27,0.280922217673947,0.187206775493142,0.242184752509976,0.0567276446282234,0.0388818214263214,0.022726727891639,0.0685465509996941,0.312584994627568,0.351144892999719,0.31447696040165,0.0335218199451042,0.103439708687236,0.0386286209175734,0.092427363297704,0.519909463345319,0.447782557115758,0.526691017892312,0.0914542780024514,0.111870412647454,0.0657035227936785,0.164583721150911,0.362504545223249,0.326549346263546,0.368662650334347,0.0760457238598322,0.0441284606799459,0.0342252905162784,0.103209545528569,0.207324468717752,0.0966376641160393,0.212214057490662,0.0579324580573473,0.0084307039602188,0.0270749018761051,0.0721563578532068,0.607456,0.683023
"9",2021-05-28,0.298386738420441,0.179421258345855,0.0903024778502484,0.0694336761899696,0.0551589387081398,0.157364538322534,0.0218450441374265,0.439269707613484,0.200611729731649,0.109676517648926,0.0890724232349599,0.048592539185271,0.356582529874643,0.0213448108999852,0.61986446960651,0.36661641323491,0.271618116963177,0.101287183607727,0.131050833864988,0.289372700532077,0.0246473585954812,0.307372247554287,0.209182946196014,0.14672818201267,0.0599564291640591,0.0514371281997582,0.260514454593957,0.0150131201355442,0.180594761993026,0.166004683503261,0.161941599314251,0.0122147603727673,0.0824582946797169,-0.0672098293425661,0.00330254769549599,0.600249,0.712586
"10",2021-05-29,0.296254439572746,0.126439468618601,0.225966543000033,0.0724841348725823,0.0485813031893565,0.0155644893550575,0.091733825274069,0.425365077531271,0.407505447581089,0.717144926594538,0.0756725714551452,0.119517325657326,0.0111142920418694,0.112005303691719,0.548739969588935,0.451186643437453,0.647026777100655,0.161096192995597,0.150801101492417,0.048867412060208,0.0881413235754425,0.305483068798835,0.122927009602081,0.232647489517078,0.0470434700195993,0.0407397973140642,0.0130200001996315,0.0579456126313821,0.123374892057664,0.0436811958563635,-0.0701181494938831,0.0854236215404522,0.0312837758350912,0.0377531200183386,-0.0238639801162767,0.603677,0.645779
